column0,column1,column2
Mgm Medical College,"Address: Dinajpur Road, Kishanganj, Bihar, 855106","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
MGMSCKHNERI,"Address: Khneri, Rampur, Shimla, Himachal Pradesh, NA","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Mhta Holi Hospital,"Address: Dabra Road, Hisar, Haryana, 125001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Mid Town Hospital and Research Institute,"Address: Nakari Ward No - 1, Lakhimpur, Assam, 787001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Midland Hospital,"Address: Sree Nagar, Near State Zoo, R G Baruah Road, Kamrup, Assam, 781005","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Miglani Nursing Home,"Address: Old Kunj Pura Road, Karnal, Haryana, 132001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Mihir Hospital,"Address: Subhlaxmi Shopping Centre, Station Road, Anand, Gujarat, 388001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Milan Orthopaedic and Fracture Hospital,"Address: 103, Heritage Plaza, Opposite Gurukul, Drive - In - Road, Memnagar, Ahmedabad, Gujarat, 380052","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Milestone Healthcare,"Address: 102-Berrys Plaza, 11/A, Shrinagar Soc., Akota, Vadodara, Gujarat, 390020","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Milky Awamulnas Sewa Santhan,"Address: Roh Block, Nawada, Bihar, 805110","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Millige Nursing Home,"Address: 84/1, R V Road, Bengaluru Urban, Karnataka, 560004","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Minakshi Jain Hospital,"Address: No. 54-5516, Gandhi Nagar, Near Bus Stand, Jind, Haryana, 126102","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Minal Clinic,"Address: 105, Kailash Apartment, Opposite Harinagar Water Tank, Gotri Road, Vadodara, Gujarat, 390021","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Minal Infertility Clinic and Nursing Home,"Address: 304, Shashwat, Naran Pura Char Rasta, Ahmedabad, Gujarat, 380013","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Minat Nursing Home,"Address: M.G. Road, Faquirtakia Chaowk, Katihar, Bihar, 854105","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Mira Nursing Home,"Address: Ashok Nagar, Pokharia, Begusarai, Bihar, 851101","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Mira Surgical Hospital,"Address: Dholwani Cross Road, Bhiloda, Sabar kantha, Gujarat, 383245","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Mirani Maternity and Nursing Home,"Address: B/H Ashok Tailor, Nr. Gayatri Nager.Tarapur, Anand, Gujarat, 388180","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Mirchias Laser Eye Clinic,"Address: Sco 833- 34, Sector- 22- A, Opposite Parade Ground, Chandigarh, Chandigarh, 160022","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Misha Maternity Home,"Address: The Emperor, 1St Floor, Fatehgunj, Vadodara, Gujarat, 390002","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Mishra Hospital,"Address: Juran Chapara, Road No.4, Muzaffarpur, Bihar, 842001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Mishra Nursing Home,"Address: Hospital Road, Samastipur, Bihar, 848101","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Mishra Speciality Hospital,"Address: Road Next To Sbi, Near Patidar Bhavan, Fafdih, Raipur, Chhattisgarh, 492001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Mission Charitable Hospital,"Address: Main Market, Bas Kusla Sec-7, Imt Manesar, Gurgaon, Haryana, 122001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Mission Hospital,"Address: Main Delhi-Rohtak Road, Near Main Bus Stand, Bahadurgarh, Jhajjar, Haryana, 124507","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Mission Hospital,"Address: Mission Hospital Rd, Hoskote Po, Bengaluru Rural, Karnataka, 562114","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Mission Hospital and Diagnostic Centre,"Address: Near Army Canteen, Circular Road, Rewari, Haryana, 123401","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Mithapur Hospital,"Address: Tata Chemicals Limited Mithapur -Okhamandal, Jamnagar, Gujarat, 361345","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Mithiborwala Hospital and Heart Care Centre,"Address: 1St Floor, Kadiawad Chowk, Godhra, Panchmahal, Gujarat, 389001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Mithila Dental Clinic,"Address: Line Bazar Chowk, Purnia, Bihar, 854301","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Mithila Hospital,"Address: Mabbi Chouk Darbhanga Bihar, Darbhanga, Bihar, 800020","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Mithilanchal Nursing Home,"Address: Opp Kashi Project, Madhubani Road Sakri, Madhubani, Bihar, 847239","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Mithra Maternity Nursing Home and Infertility Centre,"Address: Near New Bridge Road, Beside K. R. Stadium, Srikakulam, Andhra Pradesh, 532001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Mittal Chest Allegery and General Hospital,"Address: 396, Huda Colony, Sector - Ii, Panipat, Haryana, 132103","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Mittal Chest Hospital,"Address: Near Police Line, Karnal, Haryana, 132001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Mittal Heart and Poison Hospital,"Address: Meham Gate, Bhiwani, Haryana, 127021","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Mittal Hospital,"Address: 1498, HUDA Staff Colony, Sector 16, Faridabad, Faridabad, Haryana, 121002","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Mittal Hospital,"Address: A-86, Chawla Colony, Ballabhgarh, Faridabad, Haryana, 121002","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Mittal Hospital,"Address: Infront Of Holy Cross Pallotti School, Raipur, Chhattisgarh, 492001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Mittal Hospital,"Address: Juniline, Bilaspur, Chhattisgarh, 495001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Mittal Hospital,"Address: Near Civil Hospital, Jagadhri, Yamunanagar, Haryana, 135001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Mittal Maternity and Nursing Home,"Address: Opposite All India Radio Station, Rohtak, Haryana, 124001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Mittal Nursing Home,"Address: Model Town, Sonipat, Haryana, 131001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Mittal Nursing Home,"Address: Near Bus Stand, D.M. Road, Palwal, Palwal, Haryana, 121102","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Mittal Nursing Home,"Address: Nicholson Road, Near Supply Depot Chowk Ambala Cantt, Ambala, Haryana, 133001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Mittal Surgical and Maternity Hospital,"Address: Ambala Road, Kaithal, Haryana, 136027","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Mk Datta Hospital,"Address: 3695/17, Cross Road, Ambala Cant, Ambala, Haryana, 133001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
MK Hospital,"Address: 5th Milestone, Delhi Bhiwani Road, Bhiwani, Bhiwani, Haryana, 127021","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number: 18006434300"
Mma Hospital and Research Centre,"Address: House No.-169-C, Road No.-4, Rajendra Nagar, Patna, Bihar, 800016","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Mnr Nursing Home,"Address: 12/3-269, Sai Nagar, 6Th Cross, Anantapur, Anantapur, Andhra Pradesh, 515001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Moda Nursing Home,"Address: Jhajjar Road, Rohtak, Haryana, 124001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Modasa Surgical Hospital,"Address: Ellora Shopping Center, Meghraj Rd, Modasa, Sabar kantha, Gujarat, 383315","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Modern Eye Centre,"Address: Topkhana Bazar, Munger, Bihar, 811201","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Modern Eye Hospital And Research Centre,"Address: 16-11-101 Beside Venkataramana Hotel Lane Pogathota SPSR Nellore 524001 SPSR Nellore, SPSR Nellore, Andhra Pradesh, 524001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Modern Eye Hospital and Research Centre,"Address: 50-760-A-127-2-A, Cpr Mansion, Behind Satyanarayan Swamy Temple, Gayathri Estate, Kurnool, Kurnool, Andhra Pradesh, 518002","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Modern Eye Hospital and Research Centre,"Address: No. 7/13/1, Lawyerpet, 5Th Lane Extension, Prakasam, Andhra Pradesh, 523002","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Modern Hospital,"Address: Zero Bridge, Raj Bagh, Srinagar, Kashmir, Srinagar, Jammu and Kashmir, 190008","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Modern Medical Institute,"Address: Dhamtari Road, Raipur, Chhattisgarh, 492015","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Modern Nurshing Home,"Address: Main Road, Juran Chapra, Muzaffarpur, Bihar, 842001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Modern Retina Centre,"Address: 29-27-5, Opp Lane To S B I Zonal Office, Surya Rao Pet Vijayawada 520002 Krishna, Krishna, Andhra Pradesh, 520002","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Modi Children Hospital,"Address: 2Nd Floor, Doctor House, Near Vaibhav Theater, Old Bus Stop, Vyara, Tapi, Gujarat, 394651","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Modi Clinic,"Address: Nizampura Main Road, Next To Jay Complex, Vadodara, Gujarat, 390002","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Modi Eye Care,"Address: No. 3, Jaymangal Society, Off 132 Feet Ring Road, Naranpura, Ahmedabad, Gujarat, 380009","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Modi Hospital,"Address: Samta Colony, Main Road, Raipur, Chhattisgarh, 492001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Modi Maternity Hospital,"Address: Harcore Nagar, Patan, Gujarat, 384265","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Modi Nursing Home and Iccu,"Address: A 101 Kalpavrux, Opposite Board Electricity Station, Vadodara, Gujarat, 390021","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Modi Surgical Hospital and Nursing Home,"Address: Opposite Bus-Stop, Lunawada Road, Santrampur, Panchmahal, Gujarat, 389260","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Mody General Hospital,"Address: Kadodra Char Rasta, -Bardoli Road, Surat, Gujarat, 394327","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Moga Nursing Home,"Address: 279, Housing Board Colony Sector-10, Faridabad, Haryana, 121006","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Mohal Pahari Christan Hospital,"Address: Mohal Pahari Christan Hospital, Shikripada, Dumka, Jharkhand, 814101","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Mohammadia Nursing Home,"Address: Near Petrol Pump, Gangoo, Pulwama, Jammu and Kashmir, 192301","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Mohanlal Dayal Prasutigruh and General Hospital,"Address: N.H.No.8, Dambu Zampa, Killa - Pardi, Valsad, Gujarat, 396125","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Mohata Heart and Medicare,"Address: 16, Anuradha Soc, Opp Gnanda Soc. Jivraj Park, Ahmedabad, Gujarat, 380051","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Mohata Heart And Medicare,"Address: U/7-8, Akashardhara, Opposite Sachin Tower, Next-10, Shyamal Row House, 100 Ft. Road, Satellite, Opp. Sachin Tower, Ahmedabad, Gujarat, 380015","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Mohindru Hospital and Orthopaedic Centre,"Address: Near Civil Hospital, Kurukshetra, Haryana, 136128","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Mohini Devi Rungta Hospital,"Address: Rs(Near To Court), Araria, Bihar, 854311","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Monal Surgical Hospital and Endoscopy Center,"Address: Brahmpuri, Near Madhav Lodge, Vadodara, Gujarat, 390001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Monga Hospital And Stone Centre,"Address: Mahesh Nagar, Jagadhari Road, Ambala Cantt, Ambala, Haryana, 133001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Monga Nursing Home,"Address: Kunjpura Road, Karnal, Haryana, 132001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Mool Chand Hospital,"Address: Opposite Civil Hospital, New Sohna Raod Palwal, Palwal, Haryana, 121102","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Mool Chand Jain Hospital,"Address: Namaste Chowk, Ganaur, Sonipat, Haryana, 131101","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Moolchand Jain Hospital,"Address: Devi Lal Chowk, Ganaur, Sonipat, Haryana, 131001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Morabia Hospital,"Address: Nr.Telephone Exchange & Arya Samaj, Lal Tekri, Bhuj, Kachchh, Gujarat, 370001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Morakhia Medical Nursing Home,"Address: 289/12-B Gandhidham, Kachchh, Gujarat, 370201","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Moran Medical Centre,"Address: Kushal Nagar, Moranhat, Sivasagar, Assam, 785670","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Morlee Medical Hospital,"Address: Morlee Point, 1St Floor Bavaji Niwas OppositeGaopal Tal, Kies Station Roade, Anand, Anand, Gujarat, 388001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Mother and Child Health Care Centre,"Address: Behin Sp Residence, Ramgarh, Jharkhand, 829122","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Mother and Child Hospital,"Address: 2-4-10 Near Suruchi Sweet Stall, Behind Padmapriva Theatre, Bhanugudi Junction, Kakinada, East Godavari, Andhra Pradesh, 533003","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Mother and Child Hospital and Family Hospital,"Address: 29-16-69, Dornakula Road, Suryaropet, Vijayawada, Krishna, A.P, Krishna, Andhra Pradesh, 520002","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Mother and Child Nursing Home,"Address: 66, Sector-21-B, Faridabad, Haryana, 121001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Mother Care,"Address: Ge-I, City Centre Sec-4, B.S City , Behind Nuthut Sweets, Bokaro, Jharkhand, 827004","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Mother Care Hospital,"Address: Adarsh Market, Behind Narmada Comercial, Complex, Panchbati, Bharuch, Gujarat, 392001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Mother Care Hospital,"Address: Dairy Road, Nr. Gopi Nala, Mahesana, Gujarat, 384002","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Mother Care Hospital,"Address: Near St. Joaquim Chappel, Barda, South Goa, Goa, 403601","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Mother Care Maternity Centre,"Address: Mac Dowel Golumber, Rajender Nagar, Road No-12, Patna, Bihar, 800016","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Mother Care Surgical Hospital,"Address: 40/41 Eshwar Nagar Society Singanpor Char Rasta Ved Road, Surat, Gujarat, 395004","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Mother Child Hospital,"Address: Rangoon Building St, Ramchandra Rao Pet, West Godavari, Andhra Pradesh, 534002","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Mother Hospital,"Address: 6-2-145, Opposite Bhavani Nagar, Anjaneya Tample, Chittoor, Andhra Pradesh, 517501","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Mother Mary Hospital,"Address: NA, Kanker, Chhattisgarh, 494334","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Mother Maternity and Surgical Hospital,"Address: 1St Floor, Sanjeevani Complex, Jail Road, Bhavnagar, Gujarat, 364001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Mother Theresa Multispeciality Hospital,"Address: 5-1-17, Palnadu Rd, Narsaraopet, Near Government Hospital, Guntur, Andhra Pradesh, 522001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Mother Vannini Hospital,"Address: Tadepalligudem, West Godavari, Andhra Pradesh, 534101","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Motherhood Hospital,"Address: 3rd Floor, Millennium Square, Near Commissionerate of Police, Gachibowli, Hyderabad, Telangana, 500032","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Motherhood Hospital,"Address: Road Number 12, Banjara Hills, Hyderabad, Telangana, 500034","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Motherhood Womens and Child Care Hospital,"Address: Sarjen Arcade, Beside Satyam Complex, Science city road, Ahmedabad, Gujarat, 380060","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Mothers Maternity and Nursing Home,"Address: 8-9, Nildhara Complex 132 Feet Rinf Road, New Vadaj 132 Feet Rinf Road, New Vadaj, Ahmedabad, Gujarat, 380013","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Motihari Medical Center,"Address: Po-Raghunathpur, Thana- Tirkoliya, Motihari, East Champaran, Bihar, 845401","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Mount Jakhoo (Indus Drive),"Address: NA, Shimla, Himachal Pradesh, 171001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Mps Memorial Hospital,"Address: Near Rtc Depot, Kurnool Road, Prakasam, Andhra Pradesh, 523001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Mrunal Hospital,"Address: Devasya, Opp Tarankund, Bechar Road, Vaisad, Valsad, Gujarat, 396001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Mubarak Hospital,"Address: Hyderpora, Bye-Pass, Opp Cm's Residence, Budgam, Jammu and Kashmir, 190014","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Mudra Surgical Nursing Home,"Address: Shashi Shopping Centre, Near Anjali Cinema, Bhattha, Ahmedabad, Gujarat, 380007","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Mufti Dental Hospital,"Address: Halar Cross Road, Valsad, Gujarat, 396001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Mujesar Clinic,"Address: Main Market Mujesar, Faridabad, Haryana, 121001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Mukat Hospital and Heart Institute,"Address: Sco No.47 - 49, Sector - 34A, Chandigarh, Chandigarh, 160022","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Mukhi Hospital and Nursing Home Pvt. Ltd.,"Address: Ambala Road, Near Bus Stand, Sonipat, Haryana, 131001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Mukta General Hospital and Maternity Home,"Address: Behind Primary School, Zanda Chowk, Dadra and Nagar Haveli, Dadra and Nagar Haveli, 396230","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Mukund Eye Hospital,"Address: 203/A, Megh Malhar Shopping Complex, Sector 11 Ch - Road, Gandhinagar, Gujarat, 382424","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Mulchand Hospital,"Address: Opp Civil Hospital, New Sohna Rd, Palwal H O, Palwal, Palwal, Haryana, 121102","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Muljibhai Patel Urological Hospital,"Address: Dr Virendra Desai Road, Nadiad, Kheda, Gujarat, 387001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Mullapudi Venkatarayudu Eye Centre,"Address: Tanuku Mandal West Godavari, West Godavari, Andhra Pradesh, 534211","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Munaf Memorial Hospital and Research Center,"Address: Marghrita Bazaar, Tinsukia, Assam, 786181","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Mundu Nursing Home,"Address: Club Road, Ranchi, Jharkhand, 834001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Munger Surgery,"Address: Bari Bazar, Munger, Bihar, 811201","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Mungraj Gulraj Sarawgi Seva Niketan,"Address: Kanke Road, Ranchi, Jharkhand, 834008","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Munshi Children Hospital,"Address: Behind Narmada Shopping Centre Panchbatti, Bharuch, Gujarat, 392001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Munshi Hospital,"Address: 4, S.B.K Society, Narayan Nagar Road, Paldi, Ahmedabad, Gujarat, 380007","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
